date,close
2024-11-25 10:00:00+11:00,8405.599609375
2024-11-25 10:01:00+11:00,8404.0
2024-11-25 10:02:00+11:00,8420.900390625
2024-11-25 10:03:00+11:00,8424.900390625
2024-11-25 10:04:00+11:00,8435.7001953125
2024-11-25 10:05:00+11:00,8433.2001953125
2024-11-25 10:06:00+11:00,8431.0
2024-11-25 10:07:00+11:00,8439.7001953125
2024-11-25 10:08:00+11:00,8435.099609375
2024-11-25 10:09:00+11:00,8458.900390625
2024-11-25 10:10:00+11:00,8452.7001953125
2024-11-25 10:11:00+11:00,8448.5
2024-11-25 10:12:00+11:00,8446.7001953125
2024-11-25 10:13:00+11:00,8446.2001953125
2024-11-25 10:14:00+11:00,8442.7001953125
2024-11-25 10:15:00+11:00,8437.0
2024-11-25 10:16:00+11:00,8440.900390625
2024-11-25 10:17:00+11:00,8442.099609375
2024-11-25 10:18:00+11:00,8442.7001953125
2024-11-25 10:19:00+11:00,8443.099609375
2024-11-25 10:20:00+11:00,8444.7998046875
2024-11-25 10:21:00+11:00,8443.0
2024-11-25 10:22:00+11:00,8442.599609375
2024-11-25 10:23:00+11:00,8443.099609375
2024-11-25 10:24:00+11:00,8443.0
2024-11-25 10:25:00+11:00,8444.2001953125
2024-11-25 10:26:00+11:00,8444.099609375
2024-11-25 10:27:00+11:00,8445.5
2024-11-25 10:28:00+11:00,8448.2001953125
2024-11-25 10:29:00+11:00,8449.5
2024-11-25 10:30:00+11:00,8450.0
2024-11-25 10:31:00+11:00,8452.900390625
2024-11-25 10:32:00+11:00,8449.5
2024-11-25 10:33:00+11:00,8445.7998046875
2024-11-25 10:34:00+11:00,8447.900390625
2024-11-25 10:35:00+11:00,8449.2998046875
2024-11-25 10:36:00+11:00,8449.7998046875
2024-11-25 10:37:00+11:00,8450.599609375
2024-11-25 10:38:00+11:00,8450.099609375
2024-11-25 10:39:00+11:00,8445.099609375
2024-11-25 10:40:00+11:00,8443.2998046875
2024-11-25 10:41:00+11:00,8446.2998046875
2024-11-25 10:42:00+11:00,8445.5
2024-11-25 10:43:00+11:00,8444.0
2024-11-25 10:44:00+11:00,8444.7998046875
2024-11-25 10:45:00+11:00,8446.0
2024-11-25 10:46:00+11:00,8446.599609375
2024-11-25 10:47:00+11:00,8444.7001953125
2024-11-25 10:48:00+11:00,8444.099609375
2024-11-25 10:49:00+11:00,8447.900390625
2024-11-25 10:50:00+11:00,8447.7998046875
2024-11-25 10:51:00+11:00,8442.900390625
2024-11-25 10:52:00+11:00,8444.400390625
2024-11-25 10:53:00+11:00,8446.7998046875
2024-11-25 10:54:00+11:00,8448.0
2024-11-25 10:55:00+11:00,8447.099609375
2024-11-25 10:56:00+11:00,8444.400390625
2024-11-25 10:57:00+11:00,8441.099609375
2024-11-25 10:58:00+11:00,8439.400390625
2024-11-25 10:59:00+11:00,8441.7001953125
2024-11-25 11:00:00+11:00,8442.0
2024-11-25 11:01:00+11:00,8441.0
2024-11-25 11:02:00+11:00,8442.7998046875
2024-11-25 11:03:00+11:00,8443.7998046875
2024-11-25 11:04:00+11:00,8442.2001953125
2024-11-25 11:05:00+11:00,8443.2998046875
2024-11-25 11:06:00+11:00,8441.900390625
2024-11-25 11:07:00+11:00,8442.7998046875
2024-11-25 11:08:00+11:00,8441.5
2024-11-25 11:09:00+11:00,8443.7998046875
2024-11-25 11:10:00+11:00,8446.099609375
2024-11-25 11:11:00+11:00,8450.2001953125
2024-11-25 11:12:00+11:00,8451.099609375
2024-11-25 11:13:00+11:00,8449.099609375
2024-11-25 11:14:00+11:00,8451.2001953125
